section,copy_pattern,size,bytes,stride,transpose_variant,rows,cols,matmul_variant,M,N,K,iterations,avg_kernel_ms,min_kernel_ms,effective_gbps,gflops,correct
transpose,,,4194304,,tiled_t32_br8,1024,1024,,,,,100,0.007097,0.005792,1182.000,,PASS
transpose,,,8388608,,naive_b16,2048,1024,,,,,10,0.013146,0.011232,1276.261,,PASS
transpose,,,8388608,,naive_b16,2048,1024,,,,,50,0.013260,0.010720,1265.296,,PASS
transpose,,,8388608,,naive_b16,2048,1024,,,,,100,0.012588,0.011040,1332.744,,PASS
transpose,,,8388608,,tiled_t8_br8,2048,1024,,,,,10,0.024288,0.022848,690.762,,PASS
transpose,,,8388608,,tiled_t8_br8,2048,1024,,,,,50,0.024182,0.022656,693.796,,PASS
transpose,,,8388608,,tiled_t8_br8,2048,1024,,,,,100,0.024084,0.022080,696.617,,PASS
transpose,,,8388608,,tiled_t16_br8,2048,1024,,,,,10,0.011533,0.010112,1454.739,,PASS
transpose,,,8388608,,tiled_t16_br8,2048,1024,,,,,50,0.011315,0.009856,1482.799,,PASS
transpose,,,8388608,,tiled_t16_br8,2048,1024,,,,,100,0.011362,0.009696,1476.576,,PASS
transpose,,,8388608,,tiled_t32_br8,2048,1024,,,,,10,0.009085,0.008064,1846.735,,PASS
transpose,,,8388608,,tiled_t32_br8,2048,1024,,,,,50,0.009507,0.007680,1764.805,,PASS
transpose,,,8388608,,tiled_t32_br8,2048,1024,,,,,100,0.009156,0.007712,1832.278,,PASS
transpose,,,33554432,,naive_b16,4096,2048,,,,,10,0.028438,0.027104,2359.797,,PASS
transpose,,,33554432,,naive_b16,4096,2048,,,,,50,0.028410,0.026112,2362.137,,PASS
transpose,,,33554432,,naive_b16,4096,2048,,,,,100,0.028357,0.026560,2366.535,,PASS
transpose,,,33554432,,tiled_t8_br8,4096,2048,,,,,10,0.075469,0.074432,889.227,,PASS
transpose,,,33554432,,tiled_t8_br8,4096,2048,,,,,50,0.075588,0.073632,887.819,,PASS
transpose,,,33554432,,tiled_t8_br8,4096,2048,,,,,100,0.075111,0.073760,893.462,,PASS
transpose,,,33554432,,tiled_t16_br8,4096,2048,,,,,10,0.023696,0.022784,2832.076,,PASS
transpose,,,33554432,,tiled_t16_br8,4096,2048,,,,,50,0.023516,0.021856,2853.812,,PASS
transpose,,,33554432,,tiled_t16_br8,4096,2048,,,,,100,0.023471,0.021952,2859.260,,PASS
transpose,,,33554432,,tiled_t32_br8,4096,2048,,,,,10,0.016406,0.014592,4090.408,,PASS
transpose,,,33554432,,tiled_t32_br8,4096,2048,,,,,50,0.016532,0.014720,4059.213,,PASS
transpose,,,33554432,,tiled_t32_br8,4096,2048,,,,,100,0.016240,0.014336,4132.238,,PASS
transpose,,,6144000,,naive_b16,1536,1000,,,,,10,0.011955,0.010400,1027.837,,PASS
transpose,,,6144000,,naive_b16,1536,1000,,,,,50,0.012236,0.010816,1004.237,,PASS
transpose,,,6144000,,naive_b16,1536,1000,,,,,100,0.011414,0.009984,1076.565,,PASS
transpose,,,6144000,,tiled_t8_br8,1536,1000,,,,,10,0.019955,0.019104,615.779,,PASS
transpose,,,6144000,,tiled_t8_br8,1536,1000,,,,,50,0.019947,0.018336,616.036,,PASS
transpose,,,6144000,,tiled_t8_br8,1536,1000,,,,,100,0.019452,0.017376,631.693,,PASS
transpose,,,6144000,,tiled_t16_br8,1536,1000,,,,,10,0.009472,0.008416,1297.297,,PASS
transpose,,,6144000,,tiled_t16_br8,1536,1000,,,,,50,0.009604,0.008160,1279.488,,PASS
transpose,,,6144000,,tiled_t16_br8,1536,1000,,,,,100,0.009354,0.008064,1313.674,,PASS
transpose,,,6144000,,tiled_t32_br8,1536,1000,,,,,10,0.008470,0.007392,1450.699,,PASS
transpose,,,6144000,,tiled_t32_br8,1536,1000,,,,,50,0.008572,0.007040,1433.478,,PASS
transpose,,,6144000,,tiled_t32_br8,1536,1000,,,,,100,0.008176,0.006368,1502.877,,PASS
transpose,,,9547776,,naive_b16,3072,777,,,,,10,0.015197,0.013792,1256.551,,PASS
transpose,,,9547776,,naive_b16,3072,777,,,,,50,0.015346,0.012768,1244.341,,PASS
transpose,,,9547776,,naive_b16,3072,777,,,,,100,0.015195,0.013216,1256.683,,PASS
transpose,,,9547776,,tiled_t8_br8,3072,777,,,,,10,0.026054,0.025184,732.911,,PASS
transpose,,,9547776,,tiled_t8_br8,3072,777,,,,,50,0.026206,0.024864,728.669,,PASS
transpose,,,9547776,,tiled_t8_br8,3072,777,,,,,100,0.026046,0.024384,733.145,,PASS
transpose,,,9547776,,tiled_t16_br8,3072,777,,,,,10,0.010970,0.010336,1740.770,,PASS
transpose,,,9547776,,tiled_t16_br8,3072,777,,,,,50,0.011473,0.010336,1664.443,,PASS
transpose,,,9547776,,tiled_t16_br8,3072,777,,,,,100,0.011500,0.010208,1660.552,,PASS
transpose,,,9547776,,tiled_t32_br8,3072,777,,,,,10,0.009162,0.008448,2084.303,,PASS
transpose,,,9547776,,tiled_t32_br8,3072,777,,,,,50,0.009523,0.007872,2005.296,,PASS
transpose,,,9547776,,tiled_t32_br8,3072,777,,,,,100,0.009301,0.007776,2053.109,,PASS
matmul,,,,,,,,naive_b16,256,256,256,10,0.041347,0.040608,,811.529,PASS
matmul,,,,,,,,naive_b16,256,256,256,50,0.041080,0.039872,,816.813,PASS
matmul,,,,,,,,naive_b16,256,256,256,100,0.040792,0.039744,,822.567,PASS
matmul,,,,,,,,tiled_t8,256,256,256,10,0.020125,0.019392,,1667.317,PASS
matmul,,,,,,,,tiled_t8,256,256,256,50,0.020021,0.018656,,1675.951,PASS
matmul,,,,,,,,tiled_t8,256,256,256,100,0.020041,0.018784,,1674.266,PASS
matmul,,,,,,,,tiled_t16,256,256,256,10,0.032672,0.032192,,1027.009,PASS
matmul,,,,,,,,tiled_t16,256,256,256,50,0.032883,0.032320,,1020.412,PASS
matmul,,,,,,,,tiled_t16,256,256,256,100,0.032886,0.032096,,1020.313,PASS
matmul,,,,,,,,tiled_t32,256,256,256,10,0.156752,0.155328,,214.061,PASS
matmul,,,,,,,,tiled_t32,256,256,256,50,0.155569,0.154976,,215.688,PASS
matmul,,,,,,,,tiled_t32,256,256,256,100,0.155669,0.155008,,215.550,PASS
matmul,,,,,,,,naive_b16,512,512,512,10,0.247354,0.245824,,1085.230,PASS
matmul,,,,,,,,naive_b16,512,512,512,50,0.247182,0.245440,,1085.983,PASS
matmul,,,,,,,,naive_b16,512,512,512,100,0.246911,0.245440,,1087.175,PASS
matmul,,,,,,,,tiled_t8,512,512,512,10,0.093581,0.092224,,2868.489,PASS
matmul,,,,,,,,tiled_t8,512,512,512,50,0.093515,0.092256,,2870.510,PASS
matmul,,,,,,,,tiled_t8,512,512,512,100,0.093648,0.092256,,2866.430,PASS
matmul,,,,,,,,tiled_t16,512,512,512,10,0.181101,0.180032,,1482.243,PASS
matmul,,,,,,,,tiled_t16,512,512,512,50,0.181333,0.180128,,1480.344,PASS
matmul,,,,,,,,tiled_t16,512,512,512,100,0.181421,0.180096,,1479.624,PASS
matmul,,,,,,,,tiled_t32,512,512,512,10,0.603392,0.601760,,444.877,PASS
matmul,,,,,,,,tiled_t32,512,512,512,50,0.602328,0.600768,,445.663,PASS
matmul,,,,,,,,tiled_t32,512,512,512,100,0.602743,0.600704,,445.357,PASS
matmul,,,,,,,,naive_b16,768,768,768,10,0.836326,0.835232,,1083.273,PASS
matmul,,,,,,,,naive_b16,768,768,768,50,0.836212,0.834912,,1083.422,PASS
matmul,,,,,,,,naive_b16,768,768,768,100,0.836184,0.834912,,1083.458,PASS
matmul,,,,,,,,tiled_t8,768,768,768,10,0.289357,0.288448,,3130.978,PASS
matmul,,,,,,,,tiled_t8,768,768,768,50,0.289625,0.288384,,3128.078,PASS
matmul,,,,,,,,tiled_t8,768,768,768,100,0.289235,0.288160,,3132.300,PASS
matmul,,,,,,,,tiled_t16,768,768,768,10,0.596262,0.595456,,1519.414,PASS
matmul,,,,,,,,tiled_t16,768,768,768,50,0.596113,0.595296,,1519.795,PASS
matmul,,,,,,,,tiled_t16,768,768,768,100,0.596086,0.595232,,1519.864,PASS
matmul,,,,,,,,tiled_t32,768,768,768,10,1.792336,1.790080,,505.469,PASS
matmul,,,,,,,,tiled_t32,768,768,768,50,1.792293,1.789600,,505.481,PASS
matmul,,,,,,,,tiled_t32,768,768,768,100,1.792436,1.789312,,505.440,PASS
matmul,,,,,,,,naive_b16,384,1024,160,10,0.125850,0.124832,,999.837,PASS
matmul,,,,,,,,naive_b16,384,1024,160,50,0.125916,0.124736,,999.309,PASS
matmul,,,,,,,,naive_b16,384,1024,160,100,0.125709,0.124544,,1000.957,PASS
matmul,,,,,,,,tiled_t8,384,1024,160,10,0.047037,0.046464,,2675.121,PASS
matmul,,,,,,,,tiled_t8,384,1024,160,50,0.047123,0.046496,,2670.216,PASS
matmul,,,,,,,,tiled_t8,384,1024,160,100,0.047149,0.045952,,2668.729,PASS
matmul,,,,,,,,tiled_t16,384,1024,160,10,0.091565,0.090144,,1374.208,PASS
matmul,,,,,,,,tiled_t16,384,1024,160,50,0.091616,0.090336,,1373.440,PASS
matmul,,,,,,,,tiled_t16,384,1024,160,100,0.091494,0.090368,,1375.266,PASS
matmul,,,,,,,,tiled_t32,384,1024,160,10,0.287155,0.286656,,438.192,PASS
matmul,,,,,,,,tiled_t32,384,1024,160,50,0.286520,0.285152,,439.164,PASS
matmul,,,,,,,,tiled_t32,384,1024,160,100,0.286579,0.284992,,439.073,PASS
matmul,,,,,,,,naive_b16,511,257,769,10,0.109376,0.108224,,1846.666,PASS
matmul,,,,,,,,naive_b16,511,257,769,50,0.108998,0.108096,,1853.074,PASS
matmul,,,,,,,,naive_b16,511,257,769,100,0.108797,0.108032,,1856.486,PASS
matmul,,,,,,,,tiled_t8,511,257,769,10,0.073667,0.073280,,2741.803,PASS
matmul,,,,,,,,tiled_t8,511,257,769,50,0.073870,0.072384,,2734.273,PASS
matmul,,,,,,,,tiled_t8,511,257,769,100,0.073745,0.072480,,2738.922,PASS
matmul,,,,,,,,tiled_t16,511,257,769,10,0.151818,0.150880,,1330.418,PASS
matmul,,,,,,,,tiled_t16,511,257,769,50,0.151749,0.150912,,1331.019,PASS
matmul,,,,,,,,tiled_t16,511,257,769,100,0.151694,0.150336,,1331.505,PASS
matmul,,,,,,,,tiled_t32,511,257,769,10,0.456880,0.456032,,442.087,PASS
matmul,,,,,,,,tiled_t32,511,257,769,50,0.456999,0.455264,,441.972,PASS
matmul,,,,,,,,tiled_t32,511,257,769,100,0.457110,0.455040,,441.865,PASS
